category,songid,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Soul,02ZjbFtRl4ZaFePMZIgXEH,24,0.574,0.657,9,-4.392,0.0361,0.11,1.50E-05,0.247,0.342,93.023
Soul,1g9A7TGKNWtjyeQztmslqz,31,0.653,0.383,6,-8.19,0.026,0.229,0,0.082,0.251,111.956
Soul,0EqA75SHqozxGoPzfkDWfE,39,0.606,0.404,6,-10.015,0.0447,0.591,6.00E-06,0.103,0.37,57.494
Soul,6C0yKgMfRdONYMf28GGuH1,31,0.549,0.892,1,-2.35,0.265,0.548,1.60E-05,0.116,0.518,110.618
Soul,4aGVpNl4csfQ2W1i4Ao40q,46,0.451,0.73,9,-9.828,0.0483,0.373,4.00E-06,0.439,0.867,210.654
Soul,5jWI1xNxABzDRFTnD2yp8L,55,0.677,0.703,9,-9.344,0.0344,0.143,7.00E-05,0.514,0.963,99.419
Soul,5UU5FbITNm5OunvHQdsKME,46,0.754,0.763,4,-6.318,0.0473,0.407,0,0.318,0.933,122.047
Soul,6vDH7DeS588qqrbxDuj6MU,51,0.607,0.491,11,-6.643,0.0888,0.425,0.000507,0.109,0.687,88.781
Soul,7xADP27HIX9AQtZjj3biaY,10,0.697,0.492,1,-10.7,0.0408,0.207,0.00723,0.102,0.411,99.996
Soul,4u2KDCwcj8WGcFXDhy1aKL,64,0.715,0.6,5,-7.728,0.0264,0.0714,0.00165,0.0876,0.748,86.989
Soul,14MN0kzWGgODPoRql1eWT8,49,0.641,0.74,6,-8.425,0.118,0.249,0,0.281,0.9,152.939
Soul,3qJsYJWwTutJuXlaEhsnta,15,0.619,0.262,11,-8.338,0.0397,0.559,4.00E-06,0.0865,0.59,127.598
Soul,5u2Szam2VpoK2fsQysBaHF,19,0.695,0.834,2,-4.559,0.0344,0.0153,0,0.0229,0.724,125.026
Soul,6GpyvG09K7TckGTrgCIVPv,31,0.563,0.664,7,-9.542,0.315,0.467,0,0.115,0.614,83.099
Soul,5rjPINVemhJJL3JUiXLeV1,26,0.619,0.76,0,-3.91,0.0295,0.518,5.70E-05,0.194,0.636,101.018
Soul,1m3BAsNsQAaSNMD2M6vlKY,57,0.682,0.752,2,-9.521,0.0454,0.476,0.863,0.0768,0.964,81.081
Soul,7lQPebfYdc97DMfQxp4BiA,55,0.556,0.847,1,-3.281,0.258,0.198,0,0.615,0.525,94.261
Soul,3JzdgVWdm7jvtnUgH1OHyw,42,0.731,0.691,0,-6.663,0.0333,0.272,0,0.576,0.743,122.415
Soul,7hrUma6oSEaVwnlwkQa7XB,12,0.508,0.339,8,-8.603,0.0915,0.162,2.30E-05,0.0724,0.121,195.797
Soul,4sfcHQgJdkB3g9itexwsvk,13,0.625,0.551,5,-10.538,0.0349,0.0192,0.0102,0.0695,0.834,88.212
Soul,27S02K3wnQOT3uJUYWYGoB,40,0.604,0.321,0,-7.953,0.0465,0.0515,0.000175,0.169,0.238,113.327
Soul,6tBnLpw8NNAIgOthHyLgHv,43,0.541,0.545,2,-9.595,0.0409,0.183,0.00383,0.0527,0.707,77.383
Soul,1g6IiMTz9cPHLOIn7aAkCd,42,0.784,0.639,5,-8.521,0.0413,0.419,0.347,0.122,0.889,115.342
Soul,1E4sRb8cHi8cmK14NLFfa9,2,0.605,0.315,0,-8.958,0.0264,0.288,0,0.599,0.441,111.252
Soul,5D24mVHltrDuUEDEtUapSG,40,0.554,0.795,0,-4.883,0.0673,0.333,0,0.058,0.787,118.037
Soul,7AHFNcX7rfGIaFT0zsreop,43,0.573,0.337,6,-10.28,0.0316,0.726,0.00168,0.159,0.238,120.091
Soul,0j4Nj8QCiPGRGWLEXKt2Zb,2,0.682,0.881,10,-3.74,0.0405,0.157,0.000304,0.0361,0.863,97.871
Soul,5endSWellqnUqEIO2OOdzj,41,0.699,0.333,0,-19.342,0.0595,0.00401,0,0.0607,0.528,115.147
Soul,6DFVRk5x7Fb0XQbjsFHLoD,46,0.698,0.636,10,-13.128,0.0539,0.296,0.0132,0.335,0.889,90.427
Soul,74JdR9aXE6I74oS1BVRsvb,68,0.488,0.754,5,-7.95,0.0381,0.00154,2.40E-05,0.678,0.665,88.369
Soul,7iFwfXNYy0goAL54aupC7Q,47,0.692,0.856,1,-7.786,0.0696,0.0468,0.507,0.252,0.578,136.913
Soul,0ZFJpY6hELA21Y5d5YmdlR,17,0.728,0.791,1,-7.324,0.0248,0.0261,0.000939,0.0811,0.903,109.123
Soul,0G2KpywsdHE4GTmCvYEgkK,44,0.379,0.361,5,-9.822,0.0359,0.8,0.00857,0.0835,0.239,83.001
Soul,0AeTLxk6f9hvsC9MSTPQwe,44,0.82,0.359,8,-12.423,0.168,0.107,1.00E-06,0.129,0.298,111.76
Soul,20HCbY9qPpi1H2pP2MRUWy,47,0.506,0.59,11,-8.922,0.0302,0.567,2.10E-05,0.17,0.721,83.627
Soul,33KZHNY9o8lCxYSAC2FGaQ,29,0.477,0.396,9,-8.931,0.0355,0.598,9.00E-06,0.0969,0.391,107.115
Soul,5cXFnZmxsPswg3h9CnHpyo,38,0.748,0.564,6,-12.131,0.0322,0.295,0.00013,0.0699,0.973,124.296
Soul,7nPc4tfJCRvcxxt9Xz3ugx,17,0.484,0.439,9,-20.487,0.0514,0.0356,5.00E-06,0.163,0.623,120.778
Soul,0ibr9W60zg3lSVIClr2tWG,47,0.662,0.762,8,-6.545,0.224,0.206,0.368,0.0647,0.907,172.212
Soul,0CAPWEXth5lhYoyD8Dae9B,32,0.557,0.537,0,-10.897,0.0249,0.0438,0,0.256,0.79,93.71
Soul,4TPPmbMxrxZrpQNrkfv6QB,9,0.648,0.0841,8,-22.061,0.0362,0.906,0.000199,0.124,0.316,112.019
Soul,6uqTETWok9npbL4c9cuLVh,59,0.865,0.652,5,-9.046,0.143,0.566,0.000919,0.0833,0.83,90.081
Soul,2HF9OydUs28eTuiVUjQYdT,60,0.734,0.311,9,-9.47,0.0375,0.903,0.016,0.198,0.339,85.672
Soul,1MKKy52Ec33qqLOQK9hLj8,37,0.818,0.705,4,-9.609,0.0329,0.413,0,0.0269,0.965,123.436
Soul,0TLZxPKelwfEarWWmcO0UJ,32,0.787,0.543,10,-6.559,0.191,0.032,0,0.107,0.635,99.515
Soul,1kdxZYbXrqBX2hWtw3VFQF,46,0.842,0.697,10,-13.796,0.0654,0.161,0.000101,0.583,0.923,134.533
Soul,40b8xelrtgNQDgijsJrXSv,27,0.848,0.723,6,-5.585,0.081,0.0343,0.0427,0.0632,0.902,116.016
Soul,5DUmtVkrKFZfDoDgj2G7c9,8,0.805,0.597,0,-9.701,0.0597,0.126,0.000214,0.0568,0.731,94.376
Soul,7MnxdIXJd4N4mHCTPNKhkX,56,0.782,0.567,4,-15.478,0.0339,0.0307,0.00583,0.33,0.813,115.71
Soul,502QAf4f6s2nditP1K4Zpd,12,0.684,0.209,4,-15.314,0.0326,0.896,0.0145,0.114,0.424,82.274
Soul,3oI95Uihdvu7uCiirC1DQA,58,0.467,0.371,11,-12.514,0.0322,0.659,6.70E-05,0.756,0.474,93.681
Soul,3LcrBMmEejUO09Lrmyixzb,53,0.51,0.688,7,-5.952,0.0322,0.205,0,0.16,0.438,129.795
Soul,72FyfakDR6pi2vZv5JVYn4,46,0.741,0.746,2,-6.896,0.112,0.107,0,0.0497,0.767,110.218
Soul,5VAKsbOWGdBbg1VFlu9W8o,13,0.699,0.857,0,-6.528,0.0308,0.0237,0.462,0.607,0.96,122.98
Soul,1BfFSCkwXFnLqUy6UzR470,34,0.883,0.463,1,-9.859,0.0379,0.0278,0.00101,0.0725,0.906,94.324
Soul,16om7xaiemWjuMGgqXCmhG,40,0.662,0.83,7,-5.586,0.123,0.00316,0.0364,0.205,0.646,180.001
Soul,6I9sWDE3Ez9SxBVbPym3GB,30,0.646,0.819,9,-5.136,0.0375,0.163,0.0403,0.138,0.928,125.238
Soul,3RXr49TkL3wYHB7JJTnyn5,52,0.796,0.436,0,-11.169,0.22,0.646,0.048,0.126,0.597,105.707
Soul,4ogMudNqxCljA2RBHNdEzv,45,0.453,0.481,3,-8.935,0.0864,0.201,0,0.105,0.386,48.632
Soul,00n1DQSF9enLMyyA636JEx,37,0.576,0.35,11,-9.817,0.0501,0.726,3.00E-06,0.103,0.282,126.355
Soul,4vU6xTc6wOlohgaKG2xQ6m,45,0.532,0.16,9,-10.142,0.0302,0.888,0,0.118,0.159,82.95
Soul,5LIVytKXpzH3dm8OqpKh7q,49,0.403,0.611,5,-5.852,0.0323,0.308,0.0168,0.117,0.237,156.15
Soul,5cfGJHxNcS1S2qyZj9xH6z,52,0.615,0.416,0,-7.606,0.024,0.334,0.011,0.0913,0.296,83.98
Soul,44uAVBmp8kJCG9ZVdTuTUS,47,0.761,0.281,7,-11.464,0.151,0.913,0,0.089,0.628,135.994
Soul,3GCgnbdUDLNakUuhyUxRrp,6,0.852,0.579,1,-6.901,0.0476,0.0984,0.28,0.12,0.73,109.993
Soul,7ycU5Bxfn2fIZjXJypfdRM,49,0.662,0.909,9,-5.817,0.057,0.372,5.80E-05,0.0841,0.728,91.453
Soul,3pCQ1g74w7UtWJJ7VoWYtW,48,0.478,0.213,6,-16.868,0.0491,0.575,0,0.319,0.36,172.089
Soul,0lrucYudLJu3JSdEiTlH7W,54,0.67,0.87,10,-5.844,0.0524,0.0321,0.000195,0.0821,0.792,98.008
Soul,3cHaDV8U7srUIF4MeBubXf,42,0.626,0.289,4,-11.412,0.0846,0.219,0,0.0963,0.594,83.767
Soul,157llmCqs15bAa3T4z3H1a,49,0.572,0.281,9,-16.547,0.0448,0.592,0.296,0.102,0.348,81.386
Soul,1OhSvEz632Vx6zekJsExhx,14,0.627,0.709,5,-6.127,0.0295,0.183,9.30E-05,0.0641,0.618,87.17
Soul,1es1B258zAVeXx6uzksrJd,35,0.786,0.795,5,-10.239,0.245,0.217,0.00205,0.0164,0.66,110.926
Soul,6yj6Si5hkcs1khQyzj0stc,41,0.529,0.522,8,-7.584,0.06,0.692,1.10E-05,0.406,0.42,82.837
Soul,7zFXmv6vqI4qOt4yGf3jYZ,75,0.658,0.294,4,-8.533,0.0321,0.422,5.20E-05,0.0749,0.358,74.038
Soul,7tOYSMYowhxJ0uK3WMoL5n,54,0.395,0.746,7,-4.938,0.0447,0.219,0,0.123,0.699,188.267
Soul,6RToez2WyNjAr8DJl4DIqV,43,0.589,0.14,0,-10.446,0.246,0.346,0.00312,0.0703,0.326,80.768
Soul,5LuVBkfELaydohNZahwvNN,56,0.373,0.856,8,-8.117,0.122,0.176,0,0.228,0.588,198.372
Soul,7ClExw5l76p86x32R7TdJt,47,0.575,0.19,0,-11.739,0.0427,0.921,0,0.107,0.403,83.923
Soul,12KJ1qRNaxqCaQ2ju7wU0q,39,0.626,0.674,10,-7.455,0.0463,0.0553,0.00205,0.107,0.731,121.052
Soul,3o5mL6YGDEpCOQz24n3siY,11,0.454,0.485,10,-9.073,0.0826,0.905,0.00114,0.131,0.699,109.338
Soul,2Bsk1ri2SInvdTnoaGHbKC,33,0.771,0.757,1,-7.018,0.033,0.212,1.20E-05,0.285,0.96,120.367
Soul,4EJP8Anu6OLNhEsStknrJh,40,0.773,0.842,7,-4.262,0.0592,0.112,0.00151,0.0813,0.832,100.02
Soul,5n44QBW6xfcDJA79Csn16U,33,0.787,0.905,5,-4.342,0.0371,0.221,4.00E-06,0.0905,0.822,124.99
Soul,4u7B5Rlz80RsBVdeTGpwEn,29,0.698,0.923,7,-5.487,0.0628,0.249,5.00E-06,0.0589,0.92,91.276
Soul,45vNHJv231ikL78USuk17K,44,0.545,0.399,7,-7.744,0.0335,0.345,0.000409,0.0891,0.363,172.279
Soul,6HNLVHDVlkrGib8ermiEWg,30,0.722,0.832,11,-3.885,0.0333,0.0151,8.40E-05,0.0874,0.541,119.989
Soul,4qLrKKHEJdg6scwQasxr0M,39,0.503,0.663,7,-7.923,0.0994,0.0316,0.000498,0.224,0.654,175.054
Soul,2ygpSpdd8MZTXNTgFKKmWu,57,0.747,0.581,11,-6.694,0.0682,0.175,3.90E-05,0.101,0.552,103.965
Soul,11I3sRmPhmBKwQtz5dAsXF,10,0.803,0.821,2,-9.639,0.0332,0.104,0.0129,0.0197,0.967,131.81
Soul,5VZlAtZ4UirkRnmj6GADFG,45,0.621,0.171,7,-11.082,0.0511,0.818,0,0.0686,0.331,82.371
Soul,1bDjowPMtoft6kd33wUkof,48,0.737,0.443,7,-12.171,0.0331,0.054,0.00614,0.0673,0.818,115.16
Soul,6H6bZDaNZmqMLF8weWzivS,0,0.906,0.313,10,-11.707,0.296,0.0531,0,0.111,0.383,96.047
Soul,7mjLumO3CFUCh8dqJDJaBQ,56,0.737,0.661,1,-9.208,0.0802,0.0622,0.00115,0.304,0.874,113.948
Soul,4LZxCSEA0ntfrP4ULZsmlB,47,0.869,0.57,10,-10.842,0.0511,0.217,0.191,0.109,0.926,126.461
Soul,2GIboVWLuyIavWP7e7BHuF,47,0.761,0.558,10,-6.048,0.179,0.193,0,0.0556,0.795,92.04
Soul,3MyRX9OXpnzqH2UYdA6KDg,37,0.713,0.661,5,-7.319,0.0421,0.286,0,0.124,0.854,119.017
Soul,2qLCoKtnmGCzV8fqG6HeR6,58,0.393,0.307,9,-7.797,0.037,0.879,0,0.108,0.287,163.665
Soul,5jYOjVGBokIuwlbLziDnFy,1,0.785,0.624,7,-9.984,0.272,0.205,0,0.107,0.364,91.835
Soul,5KDT5BDSmomPMe2AXuGInR,42,0.693,0.659,4,-4.722,0.0299,0.395,0.00485,0.133,0.526,106.247
Soul,6I9xP0Bxvu3UhvSA2VSwaj,45,0.941,0.703,10,-8.356,0.066,0.146,1.50E-05,0.0414,0.96,111.159
Soul,2Bdzf6aG9MlmKtAgve3XLJ,45,0.564,0.776,6,-9.778,0.0851,0.00146,0.351,0.157,0.789,113.532
Soul,1yUcHFIY3XxEfp9jYFgl7N,0,0.653,0.743,11,-8.039,0.031,0.24,0.849,0.0616,0.876,102.103
Soul,4WUipVjYtYBlxjMDTjySrG,66,0.583,0.178,5,-9.7,0.182,0.749,5.00E-06,0.711,0.31,88.677
Soul,18zyJEDv55EzsAqRSm162n,57,0.684,0.511,4,-5.051,0.0385,0.269,2.00E-06,0.103,0.91,165.947
Soul,1wxF8huN8OO1HkiDCEFLR2,13,0.665,0.637,3,-8.489,0.0404,0.746,0.000131,0.0948,0.967,166.222
Soul,1TYiFslbRaM2N7xgmw22uQ,44,0.608,0.558,0,-6.487,0.0627,0.00551,0.000575,0.239,0.355,203.764
Soul,2Kk8L8RUKyOPm3l7CiwW2A,42,0.626,0.529,9,-6.297,0.0748,0.395,0,0.12,0.351,77.048
Soul,6X19FaoEoUHgtBUvd79rVa,43,0.656,0.408,9,-10.071,0.049,0.753,0.131,0.122,0.353,133.408
Soul,0ZBAbGFo2eHNNQBtcbzDys,34,0.788,0.696,11,-6.726,0.261,0.0732,0,0.0896,0.604,98.066
Soul,2FK8UDoqcGO12WYEXafz66,41,0.705,0.885,10,-4.953,0.0627,0.037,0.00216,0.144,0.906,90.005
Soul,3tZm76otWH20xzJC7icHCk,60,0.855,0.74,10,-5.663,0.0326,0.385,0.000967,0.174,0.842,123.872
Soul,29VW5DNtuV20FxC2VjMohV,0,0.748,0.683,4,-5.961,0.152,0.127,7.00E-06,0.217,0.728,94.034
Soul,08013W2oJiJ3FcVq24hjXO,51,0.889,0.655,8,-6.684,0.123,0.301,5.00E-06,0.097,0.969,93.252
Soul,223kK8LVBwzkk3Ck7Ua0Sk,46,0.747,0.573,4,-6.474,0.368,0.135,0.0114,0.0811,0.736,192.763
Soul,6MEDfjHxnVNcYmHe3mM6L2,64,0.531,0.586,11,-6.01,0.21,0.28,0,0.0824,0.787,83.711
Soul,0ecZU4RLtvKBM85PWYyQSg,43,0.609,0.598,7,-10.084,0.1,0.0159,2.10E-05,0.0749,0.331,83.822
Soul,3iKuUu0Pp0NwXeyKL54WBW,2,0.543,0.821,0,-9.871,0.0966,0.274,5.30E-05,0.0723,0.791,88.684
Soul,2Uvy6SkNqxvnH1W68dymxG,83,0.745,0.359,1,-10.429,0.112,0.192,0.00628,0.138,0.561,160.123
Soul,7h5L18CncoiPYGPrh8Tjww,30,0.563,0.646,1,-7.029,0.0308,0.582,0.197,0.34,0.567,79.784
Soul,1arQh74CO1oQLKrO7el3FV,2,0.915,0.458,10,-8.458,0.232,0.00269,0.0013,0.711,0.554,92.088
Soul,4ZJTR27rWyeLVFNYchcrqE,0,0.576,0.669,5,-6.895,0.0404,0.0363,0.173,0.112,0.786,180.883
Soul,23xxywQERGw3gCGY3ZXi8p,0,0.506,0.726,8,-8.567,0.0434,0.017,0.00119,0.288,0.384,140.837
Soul,2NhgyGi5btUJKZU0BdlDxW,51,0.575,0.144,9,-12.283,0.0391,0.956,0,0.715,0.333,108.827
Soul,0Lx6Prz9PzhOlHi4YIE74Q,45,0.501,0.117,2,-17.309,0.0517,0.925,0.000121,0.706,0.354,119.945
Soul,3kovBaZ1LGLH1PL31qG7cL,41,0.689,0.584,11,-13.957,0.0314,0.0319,0.00275,0.327,0.84,127.132
Soul,6sYHAi24IyYEYf2jcFAgxg,43,0.575,0.794,8,-5.7,0.228,0.0805,0,0.0337,0.829,174.046
Soul,2xjcw8yUWX6lCJciwiW9Q0,7,0.386,0.578,0,-5.584,0.0365,0.651,0,0.308,0.594,106.505
Soul,1Awdm7riyt6OeLaEstTs9p,12,0.535,0.729,0,-9.513,0.0689,0.457,0.000119,0.108,0.511,87.925
Soul,2oezpnnea1VXHpJEbqnBhw,64,0.378,0.682,10,-10.228,0.124,0.0777,3.00E-06,0.0573,0.887,185.273
Soul,0oBGKZP0d982ct1ZZeX6Uq,34,0.785,0.7,5,-14.214,0.0554,0.215,9.00E-06,0.0793,0.912,125.442
Soul,3QH1uQIWXe8UWDp4lJwxBa,37,0.612,0.741,2,-6.948,0.132,0.156,0.0202,0.0684,0.961,119.151
Soul,3vZfy3cXEYojq7BvSt87Of,52,0.706,0.665,6,-5.348,0.0453,0.0128,0,0.338,0.636,89.993
Soul,3adQpYatYOsgAKr853t4mZ,53,0.648,0.574,5,-11.12,0.106,0.051,0,0.12,0.55,156.73
Soul,1jCjhETUu1ceU5YtcWyvWb,48,0.898,0.361,11,-10.023,0.176,0.0115,0.00317,0.0916,0.268,139.971
Soul,1UXYaXFyEogAXs4ddBnpZg,42,0.692,0.72,9,-3.975,0.0434,0.0689,0.000121,0.232,0.543,109.994
Soul,32SIl0mXg6UVQHjMwe9X13,41,0.584,0.356,10,-8.516,0.0528,0.837,0,0.11,0.296,113.863
Soul,5mh2CoZW4xEwW8feAScvMA,33,0.823,0.409,6,-7.882,0.0451,0.0722,0.0866,0.203,0.754,97.608
Soul,2o5nczXJ7wb5oRaBVLS3EU,45,0.908,0.417,10,-8.244,0.255,0.0452,0.0824,0.0895,0.801,104.504
Soul,3vzCpzZ30Iy5yhr765jJtr,50,0.643,0.567,0,-12.38,0.0565,0.123,0.000635,0.077,0.291,85.004
Soul,6idMzys0rFGovokUunuzmL,41,0.778,0.301,8,-14.155,0.203,0.53,0.35,0.072,0.196,135.951
Soul,0Qljs40KuiXwB0ZAZzqUXX,39,0.736,0.604,7,-13.307,0.0436,0.0909,0.809,0.102,0.742,91.003
Soul,1aChz5EiVPmFTm6YETgrvM,34,0.698,0.801,11,-5.533,0.0956,0.111,0.017,0.0381,0.955,179.224
Soul,0k4EKxwEPetST16mcx8S7d,0,0.502,0.525,8,-12.14,0.0338,0.0405,0,0.337,0.454,97.93
Soul,0kpka7vDQJaPWgpGEkP7cA,31,0.704,0.811,1,-3.815,0.0431,0.253,2.30E-05,0.0317,0.905,112.557
Soul,7xsAO2iHsovc9RJX96o7nj,45,0.523,0.186,1,-9.066,0.0623,0.902,0,0.0837,0.181,93.222
Soul,1qFyQPvpyr57OXG2frp6Pk,10,0.715,0.158,8,-14.925,0.274,0.82,0,0.104,0.299,80.076
Soul,52wYAiaZtPQL7udAcbINAd,10,0.341,0.0961,11,-17.237,0.0376,0.857,0.00413,0.0965,0.0624,123.749
Soul,2Z477zQnVVTcZ9ZDzTpk8L,36,0.741,0.609,0,-14.087,0.037,0.1,0.00268,0.026,0.963,126.216
Soul,2QmU4B8fsyWcTQLVDl06Pk,58,0.574,0.451,6,-10.803,0.191,0.514,0,0.0823,0.611,83.95
Soul,7zpm7lTY2EZn7AfFm3mGg2,58,0.758,0.841,0,-7.509,0.0319,0.0544,0.000153,0.103,0.85,114.487
Soul,4UuaNEOM3f6yTvjqxLxNVO,24,0.815,0.504,7,-17.628,0.119,0.749,0.0224,0.0746,0.801,108.86
Soul,4SACGhs89thPJCJD3bWyXZ,51,0.868,0.788,1,-4.321,0.0547,0.0334,2.60E-05,0.0801,0.96,114.674
Soul,4SSpmHnpwMaNZXlvfF7GDA,31,0.4,0.344,5,-11.265,0.14,0.725,0.00757,0.135,0.193,85.083
Soul,0kLvjgDaLMYHksUqv2cBqe,1,0.795,0.415,11,-9.118,0.353,0.811,0.00133,0.0967,0.384,89.001
Soul,5qdLHBiOv6ERrn0htJ2tlt,33,0.465,0.591,11,-4.334,0.0631,0.406,0,0.0701,0.47,180.494
Soul,70RnDnl6ctOyXHICnWOnMb,46,0.77,0.725,8,-7.927,0.09,0.0694,0,0.108,0.891,113.317
Soul,3TpXajg1nKzG3ngc9tBwrD,70,0.772,0.256,7,-8.545,0.0481,0.491,0.00612,0.144,0.346,118.902
Soul,0bSFWaiftu7B6XVgGHPHpw,3,0.549,0.47,6,-6.934,0.0637,0.826,1.00E-06,0.134,0.457,79.62
Soul,6LedZmzSFFfLVSE8YJ05zn,42,0.636,0.46,10,-10.619,0.0332,0.439,0,0.0556,0.51,76.105
Soul,7GlMHZc2cXup1pqPDQ90nR,47,0.708,0.555,8,-5.429,0.0543,0.0174,0,0.0649,0.329,93.973
Soul,3WimzuWXQt4bnd4jcv0Gov,45,0.754,0.724,9,-6.058,0.0656,0.0158,0.000405,0.0611,0.951,128.925
Soul,5tFs3SDQ8eNqcx5GlWhOoG,9,0.763,0.828,7,-5.913,0.0621,0.137,0,0.0665,0.81,120.073
Soul,6vI3WoNbJsTMdAPAbm2gcc,11,0.47,0.113,0,-11.815,0.0324,0.945,2.00E-06,0.11,0.179,102.833
Soul,4AUxNUnk45eqfqaWiP0fA0,12,0.572,0.492,9,-8.444,0.031,0.728,5.00E-06,0.156,0.449,72.272
Soul,6UBa14PROa9AZ51Pu6bVai,54,0.703,0.627,11,-7.214,0.0683,0.29,3.50E-05,0.0933,0.741,91.024
Soul,54NPbWDqKcSGnP1FEkk7iC,43,0.598,0.284,11,-11.981,0.0733,0.39,0.0049,0.154,0.287,123.15
Soul,6jc1163Wzty6vWXhOwUGBo,44,0.583,0.645,7,-12.249,0.0388,0.077,0.0226,0.096,0.861,182.779
Soul,7uHO4AmKtyGa5v5fsElGoC,59,0.567,0.943,6,-7.992,0.0387,0.0308,0.0966,0.544,0.966,128.207
Soul,1rfmeLSq9SHLInp1fEsgbg,50,0.666,0.652,7,-4.957,0.113,0.0927,0.000376,0.0474,0.711,171.918
Soul,50nRo6MZZE81IxYWNaUiQd,32,0.697,0.684,4,-9.379,0.0311,0.0292,0.00925,0.116,0.786,119.524
Soul,2bPu3AKEvdOnBKRIBUGOC5,27,0.729,0.674,4,-11.423,0.0505,0.063,5.20E-05,0.0191,0.853,109.029
Soul,3fndIp4zQ1azdMACjh05Dt,48,0.728,0.399,2,-10.971,0.183,0.759,0,0.102,0.598,123.806
Soul,5inuDU6zkebOEl1hwHaCph,45,0.663,0.536,10,-6.398,0.126,0.359,0.0001,0.437,0.766,181.502
Soul,1uYIU1j2LCzpYKhq8O4a5K,31,0.71,0.739,10,-5.654,0.124,0.295,0.000549,0.0803,0.867,141.433
Soul,3NVcI3kXA3G8eht6x4Q9sP,53,0.935,0.327,9,-9.85,0.368,0.05,3.20E-05,0.0591,0.707,102.727
Soul,0447V6bjlw5ERYGu3BEBnB,51,0.735,0.839,6,-4.705,0.271,0.0534,0,0.0942,0.811,89.942
Soul,6yhVPXKXRblL2T4jFfz7mw,43,0.8,0.726,0,-6.816,0.0803,0.0512,0,0.339,0.834,117.355
Soul,5hHm4e3dYYduLfxPnOY1TA,11,0.625,0.863,9,-5.665,0.0284,0.0923,7.10E-05,0.158,0.975,125.448
Soul,5qf5RkyeFIwPdHrftXnOLq,49,0.754,0.592,5,-8.808,0.0683,0.613,0.0153,0.0675,0.843,120.283
Soul,68mzU8iAvNnF3PCidY66K0,47,0.547,0.126,10,-14.574,0.048,0.948,0.000326,0.206,0.195,98.879
Soul,0iVgZJjrMRRHgauxHOvoR4,41,0.492,0.798,7,-5.732,0.231,0.612,0,0.127,0.633,80.175
Soul,1x8NrvYavgYuMUQBAQuVq2,56,0.487,0.753,1,-4.815,0.093,0.377,0.00172,0.127,0.583,79.454
Soul,7fyM2vh7jf9e869E6bXqyY,36,0.797,0.49,11,-9.914,0.0404,0.0198,5.00E-06,0.109,0.715,101.999
Soul,2ThA2HEEfcn47HPh210woX,14,0.882,0.94,11,-4.235,0.0797,0.0675,0.0262,0.115,0.92,119.237
Soul,4D5OqjawqAoV564v9naCN5,44,0.487,0.644,3,-6.697,0.0377,0.00632,0.000316,0.257,0.568,172.027
Soul,1GD3xj9yu5NQ5H7sjmAQV0,42,0.701,0.727,5,-8.301,0.0629,0.207,0,0.0972,0.755,89.972
Soul,1rZtluyU2tAcJyPKgCALek,29,0.638,0.834,7,-7.055,0.164,0.0149,0,0.27,0.826,182.05
Soul,0IhrMl9LOHL1paaHQO630g,33,0.34,0.54,8,-4.96,0.0428,0.332,0.00195,0.728,0.269,144.255
Soul,2f18xxDDefnEUEIyzHmW06,38,0.769,0.18,6,-13.423,0.0351,0.808,0,0.133,0.368,97.143
Soul,32UD5leqzVpV5TfLmnDSQH,0,0.811,0.515,0,-13.025,0.0423,0.0742,3.00E-06,0.0708,0.797,101.961
Soul,7MW3CnwokFGyWUkldSLjIZ,55,0.49,0.225,9,-12.75,0.033,0.924,0.000342,0.12,0.375,86.221
Soul,11je301F3XSDfB9cGriUWa,37,0.531,0.452,0,-6.835,0.0251,0.447,2.20E-05,0.0896,0.482,82.158
Soul,0OCxJdB8KzFclud9KJdyvo,23,0.601,0.756,7,-9.322,0.0709,0.0618,8.30E-05,0.0763,0.857,93.816
Soul,5Ew93HcndqxyHno3jCS4Ch,42,0.748,0.579,0,-10.157,0.0383,0.567,0.105,0.104,0.607,117.056
Soul,5LUg3woLYpiaNwXHDVWcY5,58,0.782,0.613,1,-7.667,0.0344,0.0564,2.00E-06,0.13,0.773,90.024
Soul,5mEGI2U1Mp10hp7nRJWXSF,24,0.792,0.505,8,-5.989,0.228,0.0936,4.20E-05,0.214,0.85,96.092
Soul,6UjlpJhUqOQqv0hrb38IDI,62,0.764,0.57,0,-11.361,0.0348,0.45,0.362,0.0812,0.972,115.376
Soul,17wXLFsvZVX14x9SntU58w,48,0.768,0.49,9,-12.678,0.274,0.138,0,0.0402,0.763,112.504
Soul,7o2OlQJYtuBPvJmTf2E0FF,9,0.676,0.584,1,-5.788,0.155,0.214,0.00132,0.091,0.757,177.962
Soul,62uQgbuXrtPo2LAM0bl2xi,40,0.834,0.18,9,-12.632,0.347,0.142,0,0.111,0.335,120.076
Soul,5GvWrvLIqoHroq7YvO260M,60,0.734,0.485,4,-13.865,0.0465,0.357,0.00019,0.0401,0.922,95.321
Soul,0wJlq60B8rijMiFlf9x9e7,28,0.501,0.659,9,-6.035,0.0484,0.523,0.116,0.134,0.762,91.828
Soul,5edCx91wk8zKkuF7o50uGp,36,0.665,0.424,5,-14.208,0.0492,0.426,8.80E-05,0.0707,0.905,174.356
