"","songid","category.x","popularity.x","danceability.x","energy.x","key.x","loudness.x","speechiness.x","acousticness.x","instrumentalness.x","liveness.x","valence.x","tempo.x","X","song_title","artist_name","popularity.y","danceability.y","energy.y","key.y","loudness.y","speechiness.y","acousticness.y","instrumentalness.y","liveness.y","valence.y","tempo.y","category.y"
"1742","4nMdQX2N9sp3bYDnrQmUry","Hip-Hop",68,"0.91",0.563,5,-8.507,0.143,0.152,0,0.149,0.588,140.015,5436,"Space (feat. Sexton)","TK Kravitz",68,0.91,0.563,5,-8.507,0.143,0.152,0,0.149,0.588,140.015,"Hip-Hop"
"1743","4No7vBUnNaJ76hOCMiWr5l","Rock",51,"0.611",0.675,11,-10.327,0.0379,0.00279,0.00628,0.238,0.602,127.748,7400,"Highway Jones","Cry Of Love",50,0.611,0.675,11,-10.327,0.0379,0.00279,0.00628,0.238,0.602,127.748,"Rock"
"1744","4nODXdprsfdCbfUPbvxWS3","Rock",4,"0.384",0.958,11,-6.085,0.062,0.00669,8.8e-05,0.264,0.476,158.575,7825,"Rearviewmirror","Pearl Jam",6,0.384,0.958,11,-6.085,0.062,0.00669,8.8e-05,0.264,0.476,158.575,"Rock"
"1745","4NTIWwK8JkTHV5tgR8IqtZ","Electronic/Dance",62,"0.799",0.772,8,-4.625,0.063,0.32,0.00474,0.167,0.411,122.989,4089,"We Cant Give Up","EDX",63,0.799,0.772,8,-4.625,0.063,0.32,0.00474,0.167,0.411,122.989,"Electronic/Dance"
"1746","4nYqkWpr1PeBbhIEDuM8gG","Electronic/Dance",67,"0.578",0.941,5,-2.452,0.0835,0.00547,0.812,0.412,0.269,125.986,4610,"On My Mind - Radio Edit","Don Diablo",67,0.578,0.941,5,-2.452,0.0835,0.00547,0.812,0.412,0.269,125.986,"Electronic/Dance"
"1747","4oaj36KzXRgDg4McgcTsZK","Pop",57,"danceability",0.721,8,-12.561,0.0908,0.422,4.4e-05,0.0422,0.966,103.018,3969,"Macarena","Los Del Rio",57,0.927,0.721,8,-12.561,0.0908,0.422,4.4e-05,0.0422,0.966,103.018,"Pop"
"1748","4OaV9UYQ3EfrBRPjoO6u7c","Rock",71,"0.493",0.66,1,-10.198,0.0457,0.188,0.0298,0.094,0.269,100.977,7323,"Heart-Shaped Box","Nirvana",71,0.493,0.66,1,-10.198,0.0457,0.188,0.0298,0.094,0.269,100.977,"Rock"
"1749","4OdhffpvG3HxDJMxYOKh97","Pop",57,"danceability",0.642,2,-12.923,0.0323,0.00299,0.606,0.141,0.633,146.154,3913,"I Ran (So Far Away)","A Flock Of Seagulls",56,0.507,0.642,2,-12.923,0.0323,0.00299,0.606,0.141,0.633,146.154,"Pop"
"1750","4OdxrfcLBUL8AJmWdbN7QO","Pop",46,"danceability",0.253,1,-7.954,0.0569,0.879,0,0.107,0.263,79.429,3646,"No One Can Save You","Elle King",46,0.72,0.253,1,-7.954,0.0569,0.879,0,0.107,0.263,79.429,"Pop"
"1751","4oGTdOClZUxcM2H3UmXlwL","Rock",61,"0.295",0.593,11,-7.572,0.0555,0.25,0,0.236,0.37,85.482,7922,"Ironic","Alanis Morissette",61,0.295,0.593,11,-7.572,0.0555,0.25,0,0.236,0.37,85.482,"Rock"
"1752","4oJYNhYWONVv8wh78LZmd2","Hip-Hop",51,"0.781",0.665,1,-3.487,0.287,0.0194,0,0.387,0.509,74.918,5969,"Draped Up","Bun B",51,0.781,0.665,1,-3.487,0.287,0.0194,0,0.387,0.509,74.918,"Hip-Hop"
"1753","4ONGO8V1owsu27dK3mvSfK","Pop",41,"danceability",0.535,5,-6.489,0.0674,0.133,0,0.106,0.349,134.842,3452,"We Belong - From ""Pitch Perfect 2"" Soundtrack","Various Artists",40,0.484,0.535,5,-6.489,0.0674,0.133,0,0.106,0.349,134.842,"Pop"
"1754","4oQZ1aFbIJDZtWe9vwzXZM","Rock",32,"0.376",0.962,9,-6.315,0.0654,2.93e-05,0.794,0.158,0.469,90.488,7845,"Rest In Motion","Bethany Curve",32,0.376,0.962,9,-6.315,0.0654,2.9e-05,0.794,0.158,0.469,90.488,"Rock"
"1755","4OrFAv42BnEqsJCh8wxlrR","Hip-Hop",46,"0.543",0.819,11,-5.151,0.0732,0.0185,0,0.207,0.365,84.541,5892,"So Hard To Breathe","B.o.B",46,0.543,0.819,11,-5.151,0.0732,0.0185,0,0.207,0.365,84.541,"Hip-Hop"
"1756","4OT4AvPAq1o0rscVNdC20X","Pop",20,"danceability",0.449,4,-14.013,0.0615,0.724,0,0.162,0.972,82.751,3333,"In the Summertime","Mungo Jerry",18,0.754,0.449,4,-14.013,0.0615,0.724,0,0.162,0.972,82.751,"Pop"
"1757","4ou5xyFUJX4VwX76tw1qb1","Hip-Hop",66,"0.928",0.675,5,-3.535,0.0566,0.379,0,0.0533,0.801,105.952,5355,"Fall","DaVido",66,0.928,0.675,5,-3.535,0.0566,0.379,0,0.0533,0.801,105.952,"Hip-Hop"
"1758","4ouyODaV6ta62fN1i6jMCZ","Rock",62,"0.602",0.853,0,-6.26,0.0423,0.0166,0,0.178,0.798,100.008,7919,"I Dont Wanna Dance","COIN",62,0.602,0.853,0,-6.26,0.0423,0.0166,0,0.178,0.798,100.008,"Rock"
"1759","4ovUX8cdGsLsH70WBJv5pl","Hip-Hop",0,"0.67",0.788,11,-7.426,0.274,0.0104,0,0.492,0.518,80.032,6046,"Killa Cam","Donna Hunter",0,0.67,0.788,11,-7.426,0.274,0.0104,0,0.492,0.518,80.032,"Hip-Hop"
"1760","4ow3Mo3RXiQqSlpQJurTsy","Electronic/Dance",45,"0.715",0.99,7,-1.905,0.129,0.00316,0.398,0.312,0.427,104.004,4178,"Bad Language","Topi",45,0.715,0.99,7,-1.905,0.129,0.00316,0.398,0.312,0.427,104.004,"Electronic/Dance"
"1761","4oykHqSSjJuM96ebtbxt5q","Rock",25,"0.272",0.917,5,-6.046,0.0494,4.2e-05,4.7e-05,0.97,0.271,149.401,7797,"Call Me","Various Artists",26,0.272,0.917,5,-6.046,0.0494,4.2e-05,4.7e-05,0.97,0.271,149.401,"Rock"
"1762","4P5KoWXOxwuobLmHXLMobV","Rock",73,"0.505",0.825,4,-5.721,0.0401,0.000182,0.000948,0.0855,0.535,119.987,7884,"Come As You Are","Nirvana",73,0.505,0.825,4,-5.721,0.0401,0.000182,0.000948,0.0855,0.535,119.987,"Rock"
"1763","4P5ZrmZZdwvTpFT9GIFVFI","Rock",26,"0.683",0.88,2,-4.88,0.0598,0.00744,1e-06,0.129,0.723,128.016,7912,"Cars","Various Artists",28,0.683,0.88,2,-4.88,0.0598,0.00744,1e-06,0.129,0.723,128.016,"Rock"
"1764","4pckuF6VOu58o1pMFUdlPW","Rock",54,"0.617",0.913,11,-3.449,0.0931,0.00037,0.463,0.366,0.681,132.047,8122,"Burn it to the Ground","Nickelback",54,0.617,0.913,11,-3.449,0.0931,0.00037,0.463,0.366,0.681,132.047,"Rock"
"1765","4pEZukVQONBZY72uBfEWzC","Rock",4,"0.655",0.611,4,-7.18,0.029,0.386,0,0.152,0.703,135.019,7891,"Losing Side of Twenty-Five","American Aquarium",4,0.655,0.611,4,-7.18,0.029,0.386,0,0.152,0.703,135.019,"Rock"
"1766","4Pgq1YxUfsX9dzMSJib4U2","Electronic/Dance",40,"0.574",0.924,6,-5.252,0.0694,0.000515,3.7e-05,0.499,0.496,125.942,4204,"Rise N Shine - Murtagh Remix","Eva Shaw",40,0.574,0.924,6,-5.252,0.0694,0.000515,3.7e-05,0.499,0.496,125.942,"Electronic/Dance"
"1767","4piae89WoVnwucdJzWrB7M","Hip-Hop",60,"0.776",0.968,4,-4.25,0.0914,0.00147,0,0.204,0.658,97.765,6155,"O.P.P. (Re-Recorded)","Naughty By Nature",54,0.776,0.968,4,-4.25,0.0914,0.00147,0,0.204,0.667,97.765,"Hip-Hop"
"1768","4pkZNPC6yeMnQABwkTmsR6","Pop",53,"danceability",0.794,4,-4.863,0.104,0.00119,0,0.112,0.34,135.947,3390,"Black & Gold","Various Artists",53,0.551,0.794,4,-4.863,0.104,0.00119,0,0.112,0.34,135.947,"Pop"
"1769","4plgBLw54eoTmAqyB0grGh","Hip-Hop",47,"0.719",0.521,2,-7.67,0.0851,0.178,0,0.111,0.166,101.995,5275,"Ce nest pas sérieux","Jokair",52,0.719,0.521,2,-7.67,0.0851,0.178,0,0.111,0.166,101.995,"Hip-Hop"
"1770","4PMqy2vJjmv6ydGVqtCqPW","Electronic/Dance",58,"0.502",0.991,5,-4.333,0.24,0.00554,0.000198,0.47,0.0797,150.029,4966,"Here Once Again","Hardwell",57,0.502,0.991,5,-4.333,0.24,0.00554,0.000198,0.47,0.0797,150.029,"Electronic/Dance"
"1771","4PtZE0h5oyPhCtPjg3NeYQ","Rock",64,"0.527",0.838,3,-6.013,0.0323,0.0206,0.000662,0.07,0.736,117.454,7217,"No Excuses","Alice In Chains",64,0.527,0.838,3,-6.013,0.0323,0.0206,0.000662,0.07,0.736,117.454,"Rock"
"1772","4pYZLpX23Vx8rwDpJCpPTA","Hip-Hop",65,"0.888",0.664,0,-10.13,0.341,0.0424,0,0.0734,0.53,140.012,5231,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",79,0.888,0.664,0,-10.13,0.341,0.0424,0,0.0734,0.53,140.012,"Hip-Hop"
"1773","4pzHMgwq1fUqf0VHQQY2Um","Hip-Hop",52,"0.707",0.491,9,-7.606,0.0335,0.47,5.5e-05,0.0951,0.644,119.984,6149,"Sofomor","Ash Kidd",52,0.707,0.491,9,-7.606,0.0335,0.47,5.5e-05,0.0951,0.644,119.984,"Hip-Hop"
"1774","4PzovBqgnSHKd8opsP7IVM","Hip-Hop",83,"0.758",0.646,7,-4.701,0.112,0.128,0,0.0778,0.569,155.955,5100,"Everyday We Lit (feat. PnB Rock)","YFN Lucci",82,0.758,0.646,7,-4.701,0.112,0.128,0,0.0778,0.569,155.955,"Hip-Hop"
"1775","4Q28TwldTqBGxYfyWaYPFL","Pop",65,"danceability",0.25,8,-11.975,0.0335,0.925,0,0.126,0.447,175.901,3888,"Pretty Girl - Acoustic Version","Becca Adams",64,0.489,0.25,8,-11.975,0.0335,0.925,0,0.126,0.447,175.901,"Pop"
"1776","4Qbjmdlv1eZDD1u8SWe1pt","Rock",12,"0.298",0.825,2,-8.053,0.0408,0.00541,1.5e-05,0.44,0.536,75.592,7056,"Alive","Pearl Jam",13,0.298,0.825,2,-8.053,0.0408,0.00541,1.5e-05,0.44,0.536,75.592,"Rock"
"1777","4QeBlVCl2KzUEcQZiuskRd","Hip-Hop",77,"0.893",0.51,8,-6.759,0.215,0.0952,0,0.104,0.316,133.959,5463,"Sway (feat. Quavo & Lil Yachty)","NexXthursday",77,0.893,0.51,8,-6.759,0.215,0.0952,0,0.104,0.316,133.959,"Hip-Hop"
"1778","4QglwXpVgc088RhQOp42vx","Rock",58,"0.48",0.384,10,-12.705,0.0304,0.181,0.105,0.124,0.191,152.184,7532,"Seasons","Original Motion Picture Soundtrack",58,0.48,0.384,10,-12.705,0.0304,0.181,0.105,0.124,0.191,152.184,"Rock"
"1779","4qHqXwMeGEGKxYgMvUTO6A","Pop",60,"danceability",0.425,4,-5.666,0.0348,0.539,0,0.166,0.413,151.929,3790,"Real Love","Blanca",55,0.422,0.425,4,-5.666,0.0348,0.539,0,0.166,0.413,151.929,"Pop"
"1780","4qHSciBVrNNpUlI8TT9CHQ","Rock",54,"0.698",0.736,2,-5.525,0.0481,0.0664,2.2e-05,0.119,0.81,127.979,8119,"LUCKY PENNY","JD McPherson",54,0.698,0.736,2,-5.525,0.0481,0.0664,2.2e-05,0.119,0.81,127.979,"Rock"
"1781","4QJLKU75Rg4558f4LbDBRi","Rock",71,"0.485",0.911,3,-5.749,0.0355,8.7e-05,0,0.092,0.55,89.956,7063,"If Today Was Your Last Day","Nickelback",71,0.485,0.911,3,-5.749,0.0355,8.7e-05,0,0.092,0.55,89.956,"Rock"
"1782","4QNpBfC0zvjKqPJcyqBy9W","Pop",74,"danceability",0.939,8,-3.206,0.161,0.192,0,0.298,0.533,129.023,3669,"Give Me Everything","Pitbull",74,0.671,0.939,8,-3.206,0.161,0.192,0,0.298,0.533,129.023,"Pop"
"1783","4qSAiNgx4gsvMQd2reMxGq","Pop",0,"danceability",0.701,0,-7.126,0.0621,0.663,7.9e-05,0.0864,0.814,102.899,3911,"Im His Girl","Friends",0,0.737,0.701,0,-7.126,0.0621,0.663,7.9e-05,0.0864,0.814,102.899,"Pop"
"1784","4R60QoNevYLm5XEmxZ8yXZ","Hip-Hop",55,"0.408",0.497,1,-8.619,0.182,0.865,1.3e-05,0.155,0.46,121.645,5799,"Pretty Girls Put Boys in Cemeteries","Sean Leon",54,0.408,0.497,1,-8.619,0.182,0.865,1.3e-05,0.155,0.46,121.645,"Hip-Hop"
"1785","4ReyTz0y3TGkX48wO3Llot","Rock",66,"0.358",0.893,4,-7.486,0.12,0.0222,0.0524,0.126,0.258,174.238,7361,"Epic","Faith No More",67,0.358,0.893,4,-7.486,0.12,0.0222,0.0524,0.126,0.258,174.238,"Rock"
"1786","4rGqMefvEdH6bEorrCDy6l","Electronic/Dance",49,"0.564",0.941,1,-4.385,0.0333,0.00115,0.865,0.575,0.111,123.997,4787,"Let Me Go","Mark Knight",52,0.564,0.941,1,-4.385,0.0333,0.00115,0.865,0.575,0.111,123.997,"Electronic/Dance"
"1787","4RJ6ZuWUlOSkBI8mOQkGR0","Pop",5,"danceability",0.82,0,-5.491,0.0365,0.181,9e-06,0.165,0.75,141.61,3249,"Mr. Jones","Counting Crows",6,0.577,0.82,0,-5.491,0.0365,0.181,9e-06,0.165,0.75,141.61,"Pop"
"1788","4rJesaufMl2xD0f2G8Xgnd","Rock",59,"0.438",0.477,0,-7.649,0.031,0.243,8e-06,0.183,0.176,137.645,7642,"Stone","Whiskey Myers",59,0.438,0.477,0,-7.649,0.031,0.243,8e-06,0.183,0.176,137.645,"Rock"
"1789","4rlZnkaTSoyQgreTLlNL8W","Hip-Hop",44,"0.792",0.558,7,-6.739,0.0909,0.532,0,0.156,0.318,116.11,6133,"So Bad (Feat. Sik-K)","Loco",43,0.792,0.558,7,-6.739,0.0909,0.532,0,0.156,0.318,116.11,"Hip-Hop"
"1790","4RM7fLl8mz383Vx7tqfI6J","Pop",40,"danceability",0.536,7,-5.953,0.0718,0.229,6.3e-05,0.167,0.712,105.049,3284,"Confession","Kofi Kinaata",40,0.883,0.536,7,-5.953,0.0718,0.229,6.3e-05,0.167,0.712,105.049,"Pop"
"1791","4rmPQGwcLQjCoFq5NrTA0D","Pop",39,"danceability",0.681,0,-5.003,0.0888,0.00966,5.7e-05,0.0233,0.937,115.004,3382,"Uptown Funk","Mark Ronson",39,0.853,0.681,0,-5.003,0.0888,0.00966,5.7e-05,0.0233,0.937,115.004,"Pop"
"1792","4rvYjbns8jzrmEYyu8Vi1C","Hip-Hop",2,"0.551",0.765,2,-4.93,0.153,0.00411,0,0.734,0.155,72.47,5985,"Changing Of The Guards","Pusha T",1,0.551,0.765,2,-4.93,0.153,0.00411,0,0.734,0.155,72.47,"Hip-Hop"
"1793","4Rzw1V7wPe3UPViHRRTBNw","Hip-Hop",48,"0.807",0.663,6,-6.568,0.374,0.243,0,0.0886,0.488,99.958,5756,"Brackin","RJMrLA",48,0.807,0.663,6,-6.568,0.374,0.243,0,0.0886,0.488,99.958,"Hip-Hop"
"1794","4S9skMVq9eKhkIB4ij0i11","Hip-Hop",42,"0.7",0.704,1,-10.031,0.342,0.00645,3e-06,0.0443,0.948,94.544,5390,"Nas Is Like","Various Artists",44,0.7,0.704,1,-10.031,0.342,0.00645,3e-06,0.0443,0.948,94.544,"Hip-Hop"
"1795","4SBTi6hhwTzD5IlK9gnF8t","Electronic/Dance",36,"danceability",0.839,0,-4.784,0.183,0.119,0,0.196,0.487,117.22,4532,"Miracles (feat. Kelli Leigh)","Cages",36,0.524,0.839,0,-4.784,0.183,0.119,0,0.196,0.487,117.22,"Electronic/Dance"
"1796","4sFbojhVXQv7dBC9PVCcRn","Rock",72,"0.566",0.673,9,-10.814,0.306,0.565,1e-06,0.0438,0.585,114.385,7760,"Sympathy For The Devil","The Rolling Stones",72,0.566,0.673,9,-10.814,0.306,0.565,1e-06,0.0438,0.585,114.385,"Rock"
"1797","4siFdX3QLfjtzg1HHgCPW7","Rock",57,"0.329",0.226,7,-12.348,0.0322,0.836,0.00698,0.0867,0.251,157.045,7072,"Wonderwall","Ryan Adams",57,0.329,0.226,7,-12.348,0.0322,0.836,0.00698,0.0867,0.251,157.045,"Rock"
"1798","4SJrFfeVaEWXdB5qUa6h1G","Electronic/Dance",64,"0.605",0.983,1,-1.767,0.302,0.002,0.00474,0.231,0.148,150.074,4837,"Do You Like Bass?","Yellow Claw",64,0.605,0.983,1,-1.767,0.302,0.002,0.00474,0.231,0.148,150.074,"Electronic/Dance"
"1799","4SJZR2xXTNjLP6uG3SfF4U","Electronic/Dance",49,"danceability",0.377,11,-10.187,0.198,0.121,0.756,0.0979,0.2,120.009,4456,"La Sirena Negra - Original Mix","Nu",52,0.908,0.377,11,-10.187,0.198,0.121,0.756,0.0979,0.2,120.009,"Electronic/Dance"
"1800","4SPi5Pl7aAtauFsH9Lk5LB","Rock",47,"0.625",0.593,7,-10.926,0.028,0.288,1e-06,0.0721,0.841,109.048,7098,"Heres Where The Story Ends","The Sundays",47,0.625,0.593,7,-10.926,0.028,0.288,1e-06,0.0721,0.841,109.048,"Rock"
"1801","4sUoWHVnJl8z3t4zdqf6xB","Pop",40,"danceability",0.633,10,-5.113,0.0388,0.149,0,0.298,0.607,89.662,3766,"Im Like A Bird","Nelly Furtado",40,0.615,0.633,10,-5.113,0.0388,0.149,0,0.298,0.607,89.662,"Pop"
"1802","4sXeFq0gdQtK0Ze2bIAnU6","Electronic/Dance",56,"0.575",0.973,5,-4.263,0.195,0.0117,3.4e-05,0.363,0.272,150.148,4520,"Strike As A Die Hard (Q-Base Anthem 2017)","Noisecontrollers",56,0.575,0.973,5,-4.263,0.195,0.0117,3.4e-05,0.363,0.272,150.148,"Electronic/Dance"
"1803","4SZqm48naZc6gACcw8ql0y","Rock",15,"0.436",0.584,10,-8.523,0.0472,0.214,4.9e-05,0.101,0.116,164.141,8115,"Suit And Jacket","Judah & the Lion",14,0.436,0.584,10,-8.523,0.0472,0.214,4.9e-05,0.101,0.116,164.141,"Rock"
"1804","4t1dkVSUytQdV6VstXWPmN","Electronic/Dance",62,"0.714",0.747,0,-6.505,0.0393,0.533,0.00893,0.125,0.1,100.043,4517,"California Dreaming (feat. Paul Rey)","Arman Cekin",61,0.714,0.747,0,-6.505,0.0393,0.533,0.00893,0.125,0.1,100.043,"Electronic/Dance"
"1805","4T4SrePLSw2WUYROTz1ZMg","Rock",24,"0.151",0.918,4,-2.879,0.068,0.000238,0.737,0.232,0.247,74.81,8067,"The Swan","Cheatahs",24,0.151,0.918,4,-2.879,0.068,0.000238,0.737,0.232,0.247,74.81,"Rock"
"1806","4ta97KyyCWLCQAAFtOWFpy","Electronic/Dance",56,"0.737",0.614,6,-6.001,0.4,0.0168,0.0534,0.0682,0.394,127.987,4430,"Language","Porter Robinson",56,0.737,0.614,6,-6.001,0.4,0.0168,0.0534,0.0682,0.394,127.987,"Electronic/Dance"
"1807","4TEHRuLkEYD2Te0HkEibvP","Hip-Hop",51,"0.575",0.466,6,-11.395,0.174,0.398,0.000194,0.0598,0.497,111.852,5686,"• Tell Me","Jazz Cartier",51,0.575,0.466,6,-11.395,0.174,0.398,0.000194,0.0598,0.497,111.852,"Hip-Hop"
"1808","4tfyFSSliCwsxCAVUBWyD8","Hip-Hop",46,"0.59",0.42,11,-12.104,0.0735,0.26,0,0.119,0.229,79.911,5918,"Worth It (feat. Joyce Wrice) (feat. Joyce Wrice)","Elujay",52,0.59,0.42,11,-12.104,0.0735,0.26,0,0.119,0.229,79.911,"Hip-Hop"
"1809","4Tg91m9UwW6e58lldxkurB","Pop",25,"danceability",0.871,3,-3.89,0.0988,0.472,0,0.0916,0.583,126.614,3883,"Love Letter","Clairy Browne & The Bangin Rackettes",25,0.608,0.871,3,-3.89,0.0988,0.472,0,0.0916,0.583,126.614,"Pop"
"1810","4tIbSGN5xmmnpv9hBPqUDl","Pop",0,"danceability",0.751,1,-6.758,0.174,0.154,0,0.117,0.859,127.034,3508,"Waka Waka","University of Rochester YellowJackets",0,0.726,0.751,1,-6.758,0.174,0.154,0,0.117,0.859,127.034,"Pop"
"1811","4Tid4MwqgR1CfKCun3tFon","Electronic/Dance",69,"0.734",0.661,11,-6.705,0.0356,0.222,2e-06,0.201,0.258,134.93,4237,"Kings of Summer - Single Version","ayokay",69,0.734,0.661,11,-6.705,0.0356,0.222,2e-06,0.201,0.258,134.93,"Electronic/Dance"
"1812","4TmwuMVty1K2qBJnYFpnNs","Electronic/Dance",56,"danceability",0.828,2,-3.323,0.0272,0.0857,0.885,0.151,0.119,99.976,4489,"Koto","CloZee",56,0.758,0.828,2,-3.323,0.0272,0.0857,0.885,0.151,0.119,99.976,"Electronic/Dance"
"1813","4Tulf6yVo59f2ofSi3YUqW","Pop",81,"danceability",0.586,10,-9.64,0.0695,0.411,0.000311,0.118,0.604,140.036,3445,"Glow Like Dat","Rich Chigga",80,0.787,0.586,10,-9.64,0.0695,0.411,0.000311,0.118,0.604,140.036,"Pop"
"1814","4tUYhIIjUoL1i41fqZaaBM","Pop",29,"danceability",0.825,5,-3.779,0.142,0.0907,0,0.32,0.74,175.61,3371,"Beverly Hills","Weezer",30,0.555,0.825,5,-3.779,0.142,0.0907,0,0.32,0.74,175.61,"Pop"
"1815","4u7egDsjL6R5gl5YzFl6Xk","Rock",42,"0.422",0.665,2,-7.927,0.0252,0.0364,0.964,0.169,0.505,86.014,7670,"Dissonance","Hammock",42,0.422,0.665,2,-7.927,0.0252,0.0364,0.964,0.169,0.505,86.014,"Rock"
"1816","4UbJwBykRsHnIFvE8Dp7H8","Pop",9,"danceability",0.552,2,-7.573,0.264,0.00546,0,0.0538,0.457,203.877,3811,"Sleep","Allen Stone",6,0.624,0.552,2,-7.573,0.264,0.00546,0,0.0538,0.457,203.877,"Pop"
"1817","4UdzNCjI27SvzXvV1m0CKM","Hip-Hop",75,"0.778",0.433,2,-12.697,0.564,0.754,0,0.0907,0.665,146.015,5926,"Bust Down","Trippie Redd",77,0.778,0.433,2,-12.697,0.564,0.754,0,0.0907,0.665,146.015,"Hip-Hop"
"1818","4uoi8whE6HMdnmwPMcb6Ql","Hip-Hop",65,"0.617",0.666,1,-8.427,0.346,0.0836,0,0.108,0.422,140.58,5690,"Through The Night (feat. DJ Luck & MC Neat)","Bugzy Malone",65,0.617,0.666,1,-8.427,0.346,0.0836,0,0.108,0.422,140.58,"Hip-Hop"
"1819","4uTKzvb56whYMeJSGD6nZJ","Electronic/Dance",39,"0.846",0.768,2,-8.705,0.0789,0.0109,0.704,0.0482,0.557,124.009,4207,"Dance with You","George Kwali",47,0.846,0.768,2,-8.705,0.0789,0.0109,0.704,0.0482,0.557,124.009,"Electronic/Dance"
"1820","4UtMdiG8oDgJ3WTHIWSNKD","Electronic/Dance",49,"0.594",0.385,1,-11.619,0.032,0.377,0.00929,0.097,0.0731,111.891,4413,"Fictionalise","Cubicolor",49,0.594,0.385,1,-11.619,0.032,0.377,0.00929,0.097,0.0731,111.891,"Electronic/Dance"
"1821","4UuHWIkAWnN176A2rx7YFB","Pop",72,"danceability",0.878,4,-4.422,0.0665,0.000246,0,0.337,0.852,119.955,3742,"1985","Bowling For Soup",72,0.607,0.878,4,-4.422,0.0665,0.000246,0,0.337,0.852,119.955,"Pop"
"1822","4UwtMoKBvYi0mMbH2ZI3uB","Hip-Hop",44,"0.496",0.785,7,-3.472,0.306,0.0328,0,0.0941,0.341,170.02,5765,"Thats All She Wrote (feat. Eminem)","T.I.",39,0.496,0.785,7,-3.472,0.306,0.0328,0,0.0941,0.341,170.02,"Hip-Hop"
"1823","4Ux0Y0eQYv4HJPvuxioosx","Pop",81,"danceability",0.595,6,-6.944,0.0419,0.162,0,0.148,0.303,77.538,3664,"I Just Cant","R3HAB",84,0.652,0.595,6,-6.944,0.0419,0.162,0,0.148,0.303,77.538,"Pop"
"1824","4UyqvzVO1qVf4gx8y2cZpj","Hip-Hop",1,"0.81",0.5,2,-11.823,0.265,0.00119,0,0.114,0.338,90.036,5854,"Lifes A Bitch - Explicit Album Version","Various Artists",0,0.81,0.5,2,-11.823,0.265,0.00119,0,0.114,0.338,90.036,"Hip-Hop"
"1825","4uzZFRzF5DDJW8o6qHrXiw","Hip-Hop",41,"0.799",0.449,6,-9.669,0.0406,0.888,2.7e-05,0.0858,0.375,120.044,5292,"Tessie","Rothstein",49,0.799,0.449,6,-9.669,0.0406,0.888,2.7e-05,0.0858,0.375,120.044,"Hip-Hop"
"1826","4V05j7HDUU2bZQwDOeIySh","Rock",70,"0.56",0.892,4,-3.365,0.0644,0.000624,0.000164,0.177,0.662,90.615,7334,"Last Resort","Papa Roach",70,0.56,0.892,4,-3.365,0.0644,0.000624,0.000164,0.177,0.662,90.615,"Rock"
"1827","4V5Uyt51YzGM0Z3P3ubHsb","Rock",33,"0.611",0.524,4,-7.144,0.0282,0.634,0,0.0844,0.728,148.391,7437,"Spin The Bottle","The Juliana Hatfield Three",33,0.611,0.524,4,-7.144,0.0282,0.634,0,0.0844,0.728,148.391,"Rock"
"1828","4vh8S4hTWAz3DHjysBo0ai","Hip-Hop",49,"0.584",0.506,11,-9.874,0.181,0.498,2.8e-05,0.111,0.352,127.968,5337,"Cocaine","Ash Kidd",49,0.584,0.506,11,-9.874,0.181,0.498,2.8e-05,0.111,0.352,127.968,"Hip-Hop"
"1829","4vmgP10TH0YYqJkzr8yLW0","Pop",32,"danceability",0.586,1,-2.796,0.0443,0.0103,2.1e-05,0.0624,0.508,109.593,3429,"On My Mind","Liam Bailey",32,0.632,0.586,1,-2.796,0.0443,0.0103,2.1e-05,0.0624,0.508,109.593,"Pop"
"1830","4VO1K5TsBbx8Zzu8052slF","Electronic/Dance",56,"0.719",0.81,8,-4.769,0.0672,0.021,0.672,0.5,0.483,126.033,4273,"Turn Me Up - ViP Mix","MOTi",56,0.719,0.81,8,-4.769,0.0672,0.021,0.672,0.5,0.483,126.033,"Electronic/Dance"
"1831","4vpeKl0vMGdAXpZiQB2Dtd","Rock",71,"0.551",0.293,2,-12.503,0.0272,0.486,0.000273,0.0864,0.301,106.798,7977,"White Rabbit","Jefferson Airplane",71,0.551,0.293,2,-12.503,0.0272,0.486,0.000273,0.0864,0.301,106.798,"Rock"
"1832","4VqkhvOP0FkcVrDxgJXtxM","Rock",54,"0.481",0.71,7,-4.785,0.0298,0.183,0,0.147,0.177,140.062,8104,"Lucy","Skillet",54,0.481,0.71,7,-4.785,0.0298,0.183,0,0.147,0.177,140.062,"Rock"
"1833","4VqPOruhp5EdPBeR92t6lQ","Rock",77,"0.602",0.905,2,-4.046,0.0775,0.000202,0.064,0.117,0.436,128.019,7066,"Uprising","Muse",76,0.602,0.905,2,-4.046,0.0775,0.000202,0.064,0.117,0.436,128.019,"Rock"
"1834","4vxA3aI7l73i0Hi819OQhH","Pop",71,"danceability",0.475,4,-5.572,0.0748,0.619,0,0.501,0.742,86.353,3655,"Despacito","Madilyn Bailey",71,0.686,0.475,4,-5.572,0.0748,0.619,0,0.501,0.742,86.353,"Pop"
"1835","4w1F91VSTLKwk7H0QzsXgr","Pop",27,"danceability",0.728,1,-5.01,0.233,0.577,0,0.0689,0.774,105.679,3748,"Work","GB",27,0.715,0.728,1,-5.01,0.233,0.577,0,0.0689,0.774,105.679,"Pop"
